set_id,set_name,price_vnd,source_url,item_order,raw_item_text,item_name_clean,item_role,included_in_mining
SM350_02,Set menu 350.000đ /người (2),350000,https://comnieuvietnam.vn/products/set-menu-350-000d-nguoi-3,8,TRÁI CÂY + KHĂN LẠNH + TRÀ ĐÁ,Trái cây,service,0
SM350_02,Set menu 350.000đ /người (2),350000,https://comnieuvietnam.vn/products/set-menu-350-000d-nguoi-3,8,TRÁI CÂY + KHĂN LẠNH + TRÀ ĐÁ,Khăn lạnh,service,0
SM350_02,Set menu 350.000đ /người (2),350000,https://comnieuvietnam.vn/products/set-menu-350-000d-nguoi-3,8,TRÁI CÂY + KHĂN LẠNH + TRÀ ĐÁ,Trà đá,service,0
SM450_01,Set menu 450.000đ /người,450000,https://comnieuvietnam.vn/products/set-menu-450-000d-nguoi,1,GÂN BÒ XÀO CẢI CHUA,Gân bò xào cải chua,core,1
SM450_01,Set menu 450.000đ /người,450000,https://comnieuvietnam.vn/products/set-menu-450-000d-nguoi,2,GÀ XÀO XẢ ỚT,Gà xào sả ớt,core,1
SM450_01,Set menu 450.000đ /người,450000,https://comnieuvietnam.vn/products/set-menu-450-000d-nguoi,3,CÁ BỐNG MÚ CHƯNG TƯƠNG,Cá bống mú chưng tương,core,1
SM450_01,Set menu 450.000đ /người,450000,https://comnieuvietnam.vn/products/set-menu-450-000d-nguoi,4,TÔM CÀNG RANG MUỐI,Tôm càng rang muối,core,1
SM450_01,Set menu 450.000đ /người,450000,https://comnieuvietnam.vn/products/set-menu-450-000d-nguoi,5,NEM RÁN THỊT GHẸ,Nem rán thịt ghẹ,core,1
SM450_01,Set menu 450.000đ /người,450000,https://comnieuvietnam.vn/products/set-menu-450-000d-nguoi,6,MĂNG XÀO THỊT BA RỌI,Măng xào thịt ba rọi,core,1
SM450_01,Set menu 450.000đ /người,450000,https://comnieuvietnam.vn/products/set-menu-450-000d-nguoi,7,MỰC 1 NẮNG CHIÊN NƯỚC MẮM,Mực 1 nắng chiên nước mắm,core,1
SM450_01,Set menu 450.000đ /người,450000,https://comnieuvietnam.vn/products/set-menu-450-000d-nguoi,8,LẨU RIÊU CÁ CHÉP GIÒN,Lẩu riêu cá chép giòn,core,1
SM450_01,Set menu 450.000đ /người,450000,https://comnieuvietnam.vn/products/set-menu-450-000d-nguoi,9,CƠM NIÊU,Cơm niêu,common,0
SM450_01,Set menu 450.000đ /người,450000,https://comnieuvietnam.vn/products/set-menu-450-000d-nguoi,10,TRÁI CÂY + KHĂN LẠNH + TRÀ ĐÁ,Trái cây,service,0
SM450_01,Set menu 450.000đ /người,450000,https://comnieuvietnam.vn/products/set-menu-450-000d-nguoi,10,TRÁI CÂY + KHĂN LẠNH + TRÀ ĐÁ,Khăn lạnh,service,0
SM450_01,Set menu 450.000đ /người,450000,https://comnieuvietnam.vn/products/set-menu-450-000d-nguoi,10,TRÁI CÂY + KHĂN LẠNH + TRÀ ĐÁ,Trà đá,service,0
